"AREA","TAVE","TMAX","TMIN","RF","MWUTM","IW","CHA","CHM","PS","RD","SS","TIME"
"2664","淡水",25.9,"33.5/29","16.6/17","95.5","6.5/320.0/3","16.7/200.0/10",79,"19876",1008.4,11,144.1,"201605"
"2665","梧棲",26.9,"33.9/28","18.5/17","151.5","10.6/360.0/16","20.8/20.0/16",80,"58/28",1007.5,8,188.5,"201605"
"2666","新屋",26.2,"32.0/27","18.2/17","83.6","14.2/40.0/16","22.4/30.0/16",84,"61/26",1007.9,9,161.1,"201605"
"2667","宜蘭",25.9,"33.7/29","18.2/17","89.7","9.1/350.0/5","17.3/300.0/5",82,"60/18",1009.9,19,124.2,"201605"
"2668","玉山",7,"18.1/27","2.0/2","99.5","18.4/220.0/21","24.1/220.0/21",76,"17/13",645,15,157.7,"201605"
"2669","竹子湖",22.5,"30.2/28","12.5/16","153.9","9.7/20.0/16","22.5/360.0/3",86,"20637",943.1,13,115.6,"201605"
"2670","阿里山",15,"23.9/27","10.9/23","646.5","5.5/260.0/13","16.1/260.0/11",83,"42/19",765.6,21,131.4,"201606"
"2671","鞍部",23.1,"30.1/1","19.0/30","397.7","8.1/360.0/17","19.8/150.0/13",90,"20455",918.5,14,97.1,"201606"
"2672","板橋",28.8,"37.6/1","23.6/15","576.4","7.7/220.0/13","18.4/200.0/13",71,"15342",1007.1,18,173.3,"201606"
"2673","成功",27.9,"33.3/16","23.3/14","67.9","9.1/190.0/25","21.2/190.0/12",82,"60/19",1004.3,14,233.2,"201606"
"2674","嘉義",29.1,"36.8/28","23.9/20","262.5","8.9/260.0/25","14.9/240.0/12",80,"52/28",1005.9,19,213.5,"201606"
"2675","大武",29.1,"38.4/4","24.1/19","215.7","6.5/170.0/25","13.7/200.0/16",76,"13881",1008.2,18,241.9,"201606"
"2676","東吉島",28.6,"33.6/26","23.7/13","95.6","13.4/220.0/11","19.7/250.0/12",85,"25020",1004.6,12,256.3,"201606"
"2677","恆春",29.6,"34.7/5","24.3/10","368.5","7.2/70.0/27","19.5/290.0/1",84,"20637",1007.3,16,224.7,"201606"
"2678","新竹",29.3,"36.5/1","24.2/14","230.5","5.9/280.0/3","17.3/270.0/3",76,"19360",1005,8,231.8,"201606"
"2679","花蓮",28.3,"33.4/5","24.1/14","169","9.1/160.0/28","13.6/170.0/28",83,"24593",1006.3,15,233.3,"201606"
"2680","高雄",29.7,"34.8/27","24.6/11","383","7.7/190.0/29","13.4/190.0/29",79,"62/19",1008.8,13,255.8,"201606"
"2681","基隆",28.6,"37.6/1","23.9/5","255","9.8/230.0/1","17.4/240.0/1",79,"14246",1005,16,181.4,"201606"
"2682","金門",27.9,"34.3/27","22.8/3","55","10.0/250.0/4","15.8/240.0/4",85,"66/27",1005.1,7,192.1,"201606"
"2683","蘭嶼",26.5,"30.8/23","22.0/10","146.4","22.6/250.0/1","32.8/250.0/1",84,"69/23",973.1,13,166.7,"201606"
"2684","馬祖",26.1,"32.3/28","19.7/2","109.2","11.9/220.0/15","21.0/230.0/15",92,"70/28",997.3,15,159.3,"201606"
"2685","澎湖",28.9,"34.8/30","24.6/10","94.8","7.7/180.0/28","14.3/250.0/13",83,"23224",1008.1,7,258.3,"201606"
"2686","彭佳嶼",27.3,"32.9/29","23.0/5","348.2","19.3/250.0/1","25.1/250.0/1",87,"22282",997.1,10,217.3,"201606"
"2687","蘇澳",28.4,"34.2/28","23.5/15","398.5","9.8/70.0/5","15.3/270.0/18",79,"55/27",1005.7,15,211,"201606"
"2688","日月潭",22.8,"31.4/27","18.7/20","443","8.2/300.0/7","14.7/270.0/20",84,"20880",900.4,23,126.9,"201606"
"2689","臺中",28.8,"35.5/27","23.9/13","230.9","5.0/200.0/12","14.0/180.0/12",77,"51/18",999.4,17,181.9,"201606"
"2690","臺南",29.4,"35.1/28","24.0/13","376.5","10.9/210.0/28","17.2/200.0/28",79,"56/28",1006.6,15,231.6,"201606"
"2691","臺北",29.4,"38.7/1","24.1/15","429.8","6.9/120.0/17","14.5/270.0/13",72,"13516",1004.6,21,125.6,"201606"
"2692","臺東",29.2,"35.5/16","24.0/11","91.6","9.4/190.0/12","17.0/200.0/12",79,"53/16",1007.7,14,257.1,"201606"
"2693","淡水",28.3,"35.7/1","23.9/13","336.5","5.6/210.0/16","15.1/230.0/13",75,"17533",1006,12,194.4,"201606"
"2694","梧棲",29,"34.8/1","23.8/12","210","10.4/240.0/28","21.8/160.0/12",78,"18994",1006,15,230.7,"201606"
"2695","新屋",28.7,"34.4/28","24.3/14","476.1","15.5/230.0/14","25.0/230.0/14",83,"63/28",1005.7,11,228.6,"201606"
"2696","宜蘭",28.1,"36.0/28","22.9/15","209.1","7.3/80.0/5","11.2/350.0/29",82,"57/27",1007.6,16,195.4,"201606"
"2697","玉山",8,"19.6/18","4.1/4","502.5","15.9/150.0/28","27.3/290.0/12",74,"33/29",645.3,20,154.5,"201606"
"2698","竹子湖",24.7,"31.6/23","20.4/30","335.4","5.3/20.0/9","14.4/280.0/12",85,"18629",941.5,16,131.4,"201606"
"2699","阿里山",15.2,"22.2/7","10.4/27","288.2","7.5/100.0/8","20.9/70.0/8",87,"43/21",764.3,20,130.5,"201607"
"2700","鞍部",23.9,"29.9/28","20.1/18","211.1","11.1/180.0/9","28.4/150.0/9",87,"51/22",917.8,12,160.4,"201607"
"2701","板橋",29.9,"38.3/28","23.2/18","280.5","7.4/70.0/8","15.8/90.0/8",67,"33/28",1006,13,242.8,"201607"
"2702","成功",28.5,"34.1/6","24.1/31","505","18.8/30.0/8","36.4/30.0/8",79,"62/31",1003,9,272.4,"201607"
"2703","嘉義",29.5,"36.7/29","24.3/30","208.7","9.7/50.0/30","20.3/290.0/30",77,"49/29",1004.1,16,232.1,"201607"
"2704","大武",29.3,"37.1/21","24.6/8","365.5","16.8/190.0/8","41.3/230.0/8",75,"46/20",1006.6,10,270,"201607"
"2705","東吉島",29.3,"33.9/27","24.4/11","369.4","25.4/360.0/8","35.3/350.0/8",82,"64/26",1002.5,8,279.5,"201607"
"2706","恆春",30,"35.1/25","25.4/30","383.8","11.6/50.0/31","26.1/280.0/8",80,"56/29",1005.6,15,239.6,"201607"
"2707","新竹",30.3,"38.0/31","25.1/4","44.6","8.4/60.0/8","20.6/70.0/8",72,"48/30",1003.7,5,297.8,"201607"
"2708","花蓮",29.2,"34.1/27","25.0/8","337","12.3/190.0/9","17.9/190.0/9",81,"66/31",1005.4,10,294.8,"201607"
"2709","高雄",30.2,"35.1/4","25.4/10","315","15.8/320.0/8","34.3/340.0/8",77,"57/26",1007.1,10,252.2,"201607"
"2710","基隆",29.6,"37.1/16","25.1/18","125.3","8.5/220.0/16","19.2/110.0/8",75,"47/29",1004.1,9,263.2,"201607"
"2711","金門",28.9,"36.3/7","25.0/11","137","11.4/280.0/9","16.5/360.0/8",82,"19176",1004,6,270.1,"201607"
"2712","蘭嶼",26.8,"33.1/28","23.0/12","236.9","46.3/210.0/8","71.3/270.0/8",84,"63/28",971.5,16,194.1,"201607"
"2713","馬祖",28,"34.6/28","24.8/17","48.5","10.5/70.0/9","19.7/200.0/15",90,"66/29",996.4,9,282.1,"201607"
"2714","澎湖",29.3,"34.9/4","24.3/11","215.5","13.3/340.0/8","26.1/340.0/8",82,"57/26",1006.5,11,288.8,"201607"
"2715","彭佳嶼",28.3,"33.3/28","24.2/8","36","19.0/120.0/8","27.9/70.0/8",84,"60/30",996.4,5,308.5,"201607"
"2716","蘇澳",29.3,"34.3/27","25.7/23","141.1","13.1/120.0/8","23.3/140.0/8",77,"52/26",1005,9,279.1,"201607"
"2717","日月潭",23.4,"31.8/29","19.0/19","205.5","10.1/140.0/31","21.4/130.0/31",84,"47/31",898.9,15,166.7,"201607"
"2718","臺中",29.4,"36.2/29","23.5/2","166.7","5.6/190.0/11","12.6/240.0/12",73,"45/24",997.7,14,222.1,"201607"
"2719","臺南",29.9,"35.0/26","24.7/11","374","13.9/10.0/8","27.0/40.0/8",75,"50/26",1004.8,9,246.1,"201607"
"2720","臺北",30.3,"38.5/28","23.9/18","174.6","8.7/50.0/8","19.1/50.0/8",70,"36/28",1003.5,13,192.7,"201607"
"2721","臺東",30.1,"35.8/14","25.1/31","298.2","25.4/10.0/8","57.2/360.0/8",76,"54/25",1006.2,9,298.5,"201607"
"2722","淡水",29.2,"36.6/29","24.8/12","128","6.5/120.0/9","18.2/100.0/9",73,"42/30",1005,8,263.5,"201607"
"2723","梧棲",29.7,"35.0/29","21.9/3","28.7","12.0/350.0/7","22.5/360.0/7",75,"52/24",1004.3,8,275.7,"201607"
"2724","新屋",29.6,"35.2/31","25.4/19","17.6","14.8/40.0/8","23.9/20.0/8",79,"57/31",1004.5,4,299.7,"201607"
"2725","宜蘭",29.1,"35.4/17","24.9/23","134.7","10.3/100.0/8","19.8/190.0/8",79,"56/29",1006.8,8,255.4,"201607"
"2726","玉山",8.7,"18.8/21","4.5/30","275","21.0/110.0/8","39.3/110.0/8",71,"31/27",644.5,17,185,"201607"
"2727","竹子湖",25.4,"32.9/28","21.0/18","166.9","5.6/20.0/9","16.6/90.0/9",83,"44/28",940.7,11,200.1,"201607"
"2728","阿里山",15.2,"21.7/22","10.9/25","300.2","4.6/170.0/18","9.8/180.0/1",90,"45/27",761.4,21,102.8,"201608"
"2729","鞍部",23.2,"29.6/4","17.5/31","100.6","10.6/190.0/1","29.0/190.0/1",85,"51/30",914.8,10,154.2,"201608"
"2730","板橋",29.6,"36.4/4","23.7/28","194.4","5.7/70.0/22","11.2/30.0/10",68,"39/30",1003.1,11,187.1,"201608"
"2731","成功",27.6,"33.9/24","23.6/30","252.7","7.0/190.0/15","15.2/150.0/1",79,"57/24",1000.2,13,210.2,"201608"
"2732","嘉義",29,"36.2/10","23.7/19","189.4","8.7/30.0/2","13.2/240.0/16",81,"17930",1000.9,18,179.8,"201608"
"2733","大武",28.1,"34.2/10","22.6/29","345","7.9/30.0/1","18.0/120.0/1",78,"54/29",1003.8,17,180.8,"201608"
"2734","東吉島",28.4,"32.8/4","23.1/30","101","19.0/160.0/1","27.1/150.0/1",84,"56/29",999.5,9,218.1,"201608"
"2735","恆春",28.8,"34.5/22","24.6/15","548.5","9.9/40.0/1","24.4/50.0/1",82,"54/30",1002.3,13,176.3,"201608"
"2736","新竹",29.4,"36.2/10","24.7/31","100.9","4.8/20.0/29","11.3/90.0/29",77,"42/30",1001,10,210.8,"201608"
"2737","花蓮",28.5,"34.1/24","24.0/31","284.5","13.4/340.0/13","22.8/300.0/13",81,"63/23",1002.2,12,220,"201608"
"2738","高雄",29.4,"34.2/2","24.8/30","427","7.8/160.0/1","16.6/170.0/1",79,"56/31",1003.8,16,206.6,"201608"
"2739","基隆",29.3,"35.8/5","23.7/31","112.3","10.2/10.0/28","19.2/120.0/1",74,"42/30",1001.2,12,239.7,"201608"
"2740","金門",28.6,"35.0/23","24.7/30","73.5","6.5/100.0/1","13.9/90.0/1",84,"40/30",1001.4,7,176.3,"201608"
"2741","蘭嶼",26.2,"31.6/6","22.3/29","296.8","21.0/30.0/29","29.5/30.0/29",83,"64/29",968.7,16,162.1,"201608"
"2742","馬祖",28.4,"36.3/4","22.4/28","130.8","11.3/80.0/1","19.0/100.0/1",87,"47/29",994.5,6,241.8,"201608"
"2743","澎湖",28.8,"34.1/4","24.6/30","168.8","8.8/150.0/1","17.1/140.0/2",82,"49/29",1003.2,8,212.7,"201608"
"2744","彭佳嶼",28.7,"33.9/10","23.7/30","22.8","14.9/110.0/1","22.9/100.0/1",79,"43/30",993.4,10,278.5,"201608"
"2745","蘇澳",28.9,"33.6/10","23.6/31","141.5","10.1/160.0/1","17.3/60.0/6",75,"48/23",1001.8,10,227.5,"201608"
"2746","日月潭",23.1,"30.8/27","18.5/30","179.3","6.8/290.0/19","14.3/120.0/1",86,"19360",895.9,16,125.1,"201608"
"2747","臺中",28.9,"35.0/8","23.9/20","184.6","4.5/180.0/1","10.8/340.0/27",77,"48/31",994.5,15,152.4,"201608"
"2748","臺南",29.3,"34.5/27","24.3/19","91.5","9.0/210.0/16","15.6/190.0/1",77,"51/31",1001.6,14,187.5,"201608"
"2749","臺北",30.1,"37.8/4","24.6/31","141.4","8.2/100.0/1","19.6/90.0/1",67,"38/30",1000.5,14,187.5,"201608"
"2750","臺東",28.9,"35.2/10","22.6/30","215.8","6.0/150.0/1","12.4/160.0/1",79,"19906",1003.4,15,212.7,"201608"
"2751","淡水",29.1,"37.0/10","22.7/30","58.5","7.0/140.0/1","18.3/160.0/1",71,"35/30",1002.2,7,228.4,"201608"
"2752","梧棲",29.1,"34.4/2","24.3/17","237.5","10.6/350.0/29","17.1/360.0/29",78,"52/31",1001.3,9,217.4,"201608"
"2753","新屋",29.1,"38.7/1","23.7/31","88","11.3/50.0/1","18.0/50.0/1",79,"14977",1001.7,9,220.2,"201608"
"2754","宜蘭",28.9,"36.8/6","23.3/31","154.2","8.6/300.0/19","14.5/130.0/1",77,"17319",1003.6,10,219.7,"201608"
"2755","玉山",9,"20.6/25","4.9/21","191.8","23.0/140.0/13","29.9/110.0/1",74,"16/25",642,20,154,"201608"
"2756","竹子湖",25,"31.9/4","19.0/31","112","8.0/20.0/28","14.4/360.0/28",80,"47/30",937.8,11,193.5,"201608"
"2757","阿里山",14.7,"22.3/13","7.9/1","1129.7","8.0/310.0/27","24.8/170.0/14",90,"42755",762.4,21,83,"201609"
"2758","鞍部",21.6,"29.4/16","17.6/20","1027.7","18.3/190.0/27","46.8/170.0/27",92,"24108",916.8,26,56.6,"201609"
"2759","板橋",27.7,"35.0/16","22.9/20","503.2","17.6/70.0/27","34.9/70.0/27",74,"15707",1005.9,19,90.6,"201609"
"2760","成功",27.1,"32.6/5","23.1/22","695.6","17.6/190.0/27","37.5/190.0/27",81,"54/26",1002.2,24,116.2,"201609"
"2761","嘉義",27.6,"34.7/1","23.2/21","637.2","15.5/240.0/27","32.5/330.0/27",82,"17533",1002.9,15,146.9,"201609"
"2762","大武",27.5,"34.8/8","23.6/22","876.7","18.6/110.0/14","33.0/120.0/14",79,"53/17",1005.8,19,131.5,"201609"
"2763","東吉島",27.4,"31.6/11","23.8/8","536.1","42.4/110.0/14","62.0/100.0/14",84,"68/20",1001.5,14,168.7,"201609"
"2764","恆春",28.4,"34.2/11","24.2/14","710.5","24.7/100.0/14","52.2/70.0/14",81,"51/26",1004.5,17,144,"201609"
"2765","新竹",27.9,"34.6/13","23.9/22","319.4","15.1/10.0/27","36.7/50.0/27",78,"51/14",1003.2,16,143.1,"201609"
"2766","花蓮",27.3,"33.5/5","23.0/16","861.5","23.3/140.0/27","44.2/10.0/27",81,"55/26",1004.8,16,125.7,"201609"
"2767","高雄",28.4,"33.9/12","23.4/15","1098","17.2/160.0/14","39.1/100.0/14",81,"62/16",1006.1,15,172.2,"201609"
"2768","基隆",27.3,"34.1/16","23.1/20","531.7","18.8/30.0/27","39.3/130.0/27",80,"16072",1004.1,24,80.7,"201609"
"2769","金門",27.6,"34.2/5","23.6/21","362.3","43.5/230.0/15","61.7/230.0/15",77,"48/25",1003.7,16,157,"201609"
"2770","蘭嶼",25.2,"30.3/29","22.1/19","731.4","45.1/60.0/14","60.9/60.0/14",88,"25569",970.2,21,91.7,"201609"
"2771","馬祖",26,"31.5/16","21.5/12","242.9","23.6/90.0/28","38.6/90.0/28",87,"21186",997.9,13,118.8,"201609"
"2772","澎湖",27.7,"32.7/1","24.6/8","559.6","18.5/150.0/14","37.2/140.0/14",81,"62/19",1005,15,146.6,"201609"
"2773","彭佳嶼",26.7,"32.8/7","23.4/17","304.1","35.6/120.0/27","48.2/100.0/27",83,"20455",996.3,17,165.3,"201609"
"2774","蘇澳",27.2,"32.3/5","23.2/20","777.5","32.1/90.0/27","56.2/70.0/27",82,"16438",1004.7,25,105.7,"201609"
"2775","日月潭",22.1,"31.6/13","18.8/15","258","11.3/140.0/14","27.6/140.0/14",84,"48/14",897.6,16,92.9,"201609"
"2776","臺中",27.9,"35.9/14","23.5/20","126.2","13.6/360.0/27","34.2/320.0/27",77,"35/14",996.5,18,139.6,"201609"
"2777","臺南",28,"33.9/11","22.8/15","1220.3","20.2/140.0/14","37.1/140.0/14",81,"49/22",1003.8,14,152.8,"201609"
"2778","臺北",27.8,"35.9/16","23.6/20","428.5","13.6/50.0/27","37.7/10.0/27",76,"16072",1003.4,22,90.8,"201609"
"2779","臺東",27.9,"36.1/17","23.6/15","608","10.2/190.0/27","28.7/190.0/27",81,"48/27",1005.5,20,147.9,"201609"
"2780","淡水",27,"34.1/16","22.4/24","440","9.7/120.0/27","33.5/100.0/27",78,"51/21",1005,18,108.5,"201609"
"2781","梧棲",27.4,"32.6/5","23.6/21","91.4","35.0/340.0/27","57.2/10.0/27",80,"58/20",1003.3,15,153,"201609"
"2782","新屋",27.4,"32.9/2","23.4/20","218","27.1/40.0/27","45.1/30.0/27",83,"59/13",1004.2,17,131.5,"201609"
"2783","宜蘭",27,"33.2/4","22.2/20","609.8","26.1/70.0/27","47.2/60.0/27",83,"17168",1006.4,24,105.9,"201609"
"2784","玉山",7.7,"19.9/25","3.2/20","847.4","26.6/130.0/14","46.8/130.0/14",82,"32/20",642.7,24,97.2,"201609"
"2785","竹子湖",23.2,"30.2/16","19.2/20","972","8.9/220.0/27","29.4/260.0/27",88,"21916",940.1,26,90.7,"201609"
"2786","阿里山",14.5,"22.2/10","10.0/13","128.9","5.2/170.0/20","16.4/190.0/20",83,"41/29",765.7,14,122.4,"201610"
"2787","鞍部",20.7,"28.8/27","14.7/30","667.9","11.1/190.0/21","28.2/180.0/20",94,"63/27",921.2,23,68.2,"201610"
"2788","板橋",26.9,"35.7/2","21.8/30","121.2","6.6/80.0/31","14.3/30.0/20",72,"15373",1010.8,14,108.7,"201610"
"2789","成功",26.5,"31.9/16","22.1/30","1112.7","9.8/20.0/30","18.0/30.0/29",82,"57/31",1007.6,23,165.7,"201610"
"2790","嘉義",27.3,"34.0/21","21.4/31","24.8","7.8/240.0/22","13.1/240.0/22",80,"18749",1007.1,8,168.6,"201610"
"2791","大武",27.3,"32.3/22","23.2/30","1011","9.9/30.0/20","21.1/50.0/20",79,"60/31",1010.7,21,160.6,"201610"
"2792","東吉島",26.7,"31.1/6","23.7/9","153.9","19.3/10.0/30","26.5/20.0/30",84,"71/30",1005.8,6,192.8,"201610"
"2793","恆春",28.1,"33.4/27","23.9/3","393.5","12.3/50.0/20","29.2/40.0/30",78,"55/31",1008.6,18,177.3,"201610"
"2794","新竹",26.8,"34.7/17","21.9/9","27","7.3/10.0/14","18.2/360.0/14",79,"58/17",1007.8,7,181.3,"201610"
"2795","花蓮",26.6,"32.1/15","22.7/31","680.2","9.1/20.0/12","16.4/20.0/12",81,"59/31",1010.3,20,142.8,"201610"
"2796","高雄",28.4,"33.0/21","24.0/10","259.5","8.7/160.0/21","18.6/140.0/21",79,"59/27",1010,13,185.4,"201610"
"2797","基隆",26.2,"33.1/23","21.6/29","814.9","10.4/140.0/21","21.9/160.0/21",82,"20121",1009.1,26,94,"201610"
"2798","金門",25.7,"34.2/1","19.0/10","110","10.0/60.0/9","21.2/70.0/9",80,"49/14",1009.1,6,119,"201610"
"2799","蘭嶼",24.9,"29.7/3","21.6/6","418.9","22.8/20.0/5","35.2/20.0/5",86,"60/26",974.8,20,89.5,"201610"
"2800","馬祖",23.8,"30.4/1","18.1/10","40.2","10.2/90.0/7","23.1/40.0/6",84,"21885",1003.2,18,95.3,"201610"
"2801","澎湖",27,"32.0/7","23.4/9","80.2","10.2/30.0/9","21.1/30.0/10",81,"62/30",1009.5,5,149.6,"201610"
"2802","彭佳嶼",25.1,"29.9/2","20.7/9","223.2","19.4/110.0/20","27.9/130.0/20",85,"66/30",1001.4,15,168.2,"201610"
"2803","蘇澳",26.3,"32.3/22","20.4/30","872.4","10.8/160.0/20","22.1/230.0/21",83,"63/27",1009.8,24,108.6,"201610"
"2804","日月潭",22.2,"31.3/20","18.1/31","75.6","13.4/150.0/20","23.3/140.0/20",81,"39/20",901.5,9,145.4,"201610"
"2805","臺中",27.5,"33.4/20","22.5/31","23.9","5.2/20.0/29","10.1/240.0/22",77,"17930",1000.9,7,169.3,"201610"
"2806","臺南",27.8,"33.3/21","22.1/10","69","9.5/180.0/21","17.0/170.0/21",79,"56/24",1007.9,6,178,"201610"
"2807","臺北",27,"35.4/2","21.4/30","137.6","8.3/100.0/20","20.8/80.0/20",75,"15738",1008.4,16,132.1,"201610"
"2808","臺東",27.1,"32.5/4","22.5/31","991.2","5.9/40.0/30","15.2/30.0/14",84,"19419",1010.9,22,188.4,"201610"
"2809","淡水",26.1,"33.9/2","20.5/31","103","7.8/150.0/21","19.3/180.0/21",77,"16834",1009.9,14,146.2,"201610"
"2810","梧棲",26.7,"32.2/20","21.3/31","17.9","14.0/360.0/14","24.8/350.0/14",80,"58/30",1007.8,4,193.2,"201610"
"2811","新屋",26.3,"34.7/20","21.6/30","69.7","14.1/40.0/5","23.8/70.0/20",85,"53/20",1008.8,11,168.8,"201610"
"2812","宜蘭",26.2,"33.8/3","20.0/30","492.8","8.6/80.0/5","16.6/120.0/20",85,"19815",1011.6,20,124.9,"201610"
"2813","玉山",7.2,"18.3/26","2.2/6","250.8","24.2/120.0/6","35.6/130.0/20",75,"25/15",645,16,183.6,"201610"
"2814","竹子湖",22.4,"30.3/2","16.4/30","719.3","8.1/20.0/30","17.0/20.0/13",88,"20852",944.5,23,133.2,"201610"
"2815","阿里山",11.8,"19.1/14","6.7/27","117.7","5.3/90.0/27","10.9/70.0/27",79,"12175",767.2,9,120.4,"201611"
"2816","鞍部",16.3,"26.2/14","11.1/28","521.7","8.6/350.0/20","19.8/350.0/8",92,"43/19",925.3,20,60.5,"201611"
"2817","板橋",22.4,"32.0/13","17.9/24","116.5","7.3/80.0/15","15.5/70.0/28",72,"18080",1016.8,12,66.9,"201611"
"2818","成功",23.2,"29.1/6","18.7/27","256.7","10.9/30.0/1","18.9/10.0/1",77,"20790",1012.8,21,94.6,"201611"
"2819","嘉義",23.4,"32.5/19","17.2/29","44.7","7.4/30.0/27","13.2/30.0/27",78,"45/19",1012.2,6,138.8,"201611"
"2820","大武",24.5,"30.2/6","19.6/27","103.4","8.5/30.0/1","17.5/30.0/1",72,"52/29",1016,11,134.3,"201611"
"2821","東吉島",24.1,"28.4/7","19.6/27","55.1","20.2/30.0/28","26.7/20.0/1",77,"24532",1011,5,157.6,"201611"
"2822","恆春",25.6,"31.1/21","20.7/27","60","13.6/50.0/28","30.1/40.0/24",70,"51/14",1013.3,3,176.3,"201611"
"2823","新竹",22.3,"30.0/19","17.4/24","118.7","7.1/40.0/28","18.8/40.0/28",78,"59/29",1013.7,9,143.1,"201611"
"2824","花蓮",23.2,"29.5/19","19.2/27","185","11.2/40.0/9","19.9/40.0/9",75,"20576",1015.6,13,92.7,"201611"
"2825","高雄",25.7,"31.9/19","19.7/27","57","5.4/30.0/27","14.4/30.0/27",72,"56/19",1015.1,3,163.3,"201611"
"2826","基隆",22.1,"30.7/13","17.2/24","313","12.4/10.0/8","20.2/360.0/8",79,"17715",1014.9,19,64.4,"201611"
"2827","金門",20.8,"28.7/7","12.9/28","123.1","9.2/60.0/8","19.6/30.0/27",78,"16103",1015.3,8,129.5,"201611"
"2828","蘭嶼",22.2,"28.2/20","17.3/27","385.3","25.1/20.0/2","35.6/30.0/2",84,"24167",978.8,19,92.5,"201611"
"2829","馬祖",18.5,"25.9/14","12.0/24","71","9.1/60.0/1","20.2/10.0/23",81,"52/28",1009.1,11,76,"201611"
"2830","澎湖",23.7,"30.3/19","20.2/28","57.3","10.9/30.0/1","22.5/10.0/9",76,"54/14",1015,8,133.7,"201611"
"2831","彭佳嶼",21.6,"27.5/6","16.3/24","102.5","17.9/120.0/26","29.3/130.0/26",78,"55/29",1006.8,17,90.2,"201611"
"2832","蘇澳",21.9,"29.3/19","17.5/24","928.3","11.2/100.0/25","19.6/30.0/1",82,"18810",1015.5,20,68.6,"201611"
"2833","日月潭",18.9,"28.5/15","13.6/29","68","8.0/160.0/27","11.2/170.0/27",82,"40/15",904.9,7,136.8,"201611"
"2834","臺中",23.4,"32.5/19","16.8/29","74.2","5.0/10.0/1","11.0/10.0/26",75,"36/19",1006,9,148.2,"201611"
"2835","臺南",24.3,"32.4/19","18.0/28","48.9","9.1/30.0/27","17.3/30.0/27",74,"49/19",1013,3,167.5,"201611"
"2836","臺北",22.6,"32.5/13","17.6/24","111.6","8.1/50.0/25","18.6/50.0/1",74,"16619",1014.3,11,86.4,"201611"
"2837","臺東",24,"30.7/18","18.9/27","202.9","6.7/40.0/1","17.8/30.0/1",76,"56/19",1016.3,13,129.5,"201611"
"2838","淡水",21.8,"29.2/18","16.1/11","135.5","6.3/150.0/25","16.6/160.0/25",76,"48/28",1015.8,12,103.7,"201611"
"2839","梧棲",22.6,"29.0/20","16.9/29","75.1","14.4/360.0/1","24.5/10.0/1",78,"55/28",1013.3,8,157.1,"201611"
"2840","新屋",21.9,"28.8/7","17.3/24","111.4","15.2/40.0/28","22.7/40.0/24",81,"56/28",1014.8,11,123.8,"201611"
"2841","宜蘭",21.9,"30.1/19","17.4/29","244.3","8.4/100.0/25","12.8/90.0/25",82,"21155",1017.3,18,67.7,"201611"
"2842","玉山",4.5,"16.6/1","-0.039285714","180.2","15.9/180.0/26","20.1/180.0/26",74,"13/15",644.8,11,184.3,"201611"
"2843","竹子湖",17.8,"27.1/13","12.7/28","516.8","9.2/20.0/2","17.0/30.0/23",87,"47/19",949,20,91.6,"201611"
"2844","阿里山",9.6,"17.6/21","3.2/17","33.6","3.6/170.0/5","6.8/160.0/22",79,"12359",766.9,3,148.7,"201612"
"2845","鞍部",13.4,"25.4/21","5.5/28","200.9","9.3/170.0/24","21.4/130.0/23",92,"52/13",926.6,19,65.1,"201612"
"2846","板橋",19.9,"30.9/21","12.6/28","14.5","7.8/70.0/29","16.8/80.0/23",72,"51/18",1019.3,6,73.5,"201612"
"2847","成功",21.3,"28.2/4","14.3/16","48.5","11.0/10.0/27","20.5/360.0/27",73,"50/18",1014.9,14,87,"201612"
"2848","嘉義",20.4,"30.4/5","12.8/28","10","7.7/360.0/27","13.9/20.0/27",75,"38/13",1014.2,1,171.4,"201612"
"2849","大武",22.9,"29.5/4","17.0/28","6.1","8.2/30.0/9","17.2/40.0/27",66,"44/18",1018,8,128.5,"201612"
"2850","東吉島",21.1,"25.7/22","16.0/28","4.6","23.3/20.0/27","31.4/30.0/27",76,"21702",1013,1,145.1,"201612"
"2851","恆春",23.8,"30.1/4","18.5/28","0.5","13.6/40.0/23","30.5/40.0/6",66,"45/18",1015,1,197.5,"201612"
"2852","新竹",19.5,"30.0/20","12.4/28","6.5","6.8/20.0/27","18.5/70.0/30",75,"52/17",1015.9,2,150.1,"201612"
"2853","花蓮",21,"27.7/4","14.4/16","43","12.8/40.0/27","22.1/30.0/27",72,"44/18",1018,8,88.4,"201612"
"2854","高雄",22.9,"30.0/5","16.2/16","1","5.4/320.0/18","9.6/350.0/27",71,"47/13",1017.1,2,180.4,"201612"
"2855","基隆",19.7,"28.8/21","12.5/27","139.6","11.5/10.0/27","19.5/360.0/27",76,"54/16",1017.4,17,54.6,"201612"
"2856","金門",17.4,"27.5/20","9.7/28","28","8.2/40.0/29","19.1/30.0/29",69,"32/16",1018.2,2,137.8,"201612"
"2857","蘭嶼",20.4,"26.0/5","14.6/16","131.1","21.1/360.0/15","39.7/20.0/27",81,"57/17",980.2,20,66.3,"201612"
"2858","馬祖",14.8,"22.4/26","6.6/28","27.4","9.5/60.0/27","17.0/80.0/29",77,"49/16",1012,5,103.7,"201612"
"2859","澎湖",20.4,"26.1/22","15.1/28","3.9","11.4/20.0/27","24.4/10.0/27",75,"20241",1017.3,2,101,"201612"
